423	SO43896
40	SO43897
252	SO43898
469	SO43899
437	SO43900
462	SO43901
25	SO43902
536	SO43903
876	SO43904
400	SO43905
41	SO43906
342	SO43907
278	SO43908
337	SO43909
530	SO43910
155	SO43911
409	SO43912
323	SO43913
39	SO43914
235	SO43915
29	SO43916
442	SO43917
8233	SO43918
17687	SO43919
17264	SO43920
8663	SO43921
16340	SO43922
18976	SO43923
19810	SO43924
18585	SO43925
8689	SO43926
16816	SO43927
4569	SO43928
15521	SO43929
18376	SO43930
7783	SO43931
16517	SO43932
13117	SO43933
8857	SO43934
6800	SO43935
17070	SO43936
14375	SO43937
5502	SO43938
11422	SO43939
7721	SO43940
9329	SO43941
5031	SO43942
9629	SO43943
8990	SO43944
9889	SO43945
13646	SO43946
4221	SO43947
12128	SO43948
10074	SO43949
10567	SO43950
5098	SO43951
14207	SO43952
11535	SO43953
6814	SO43954
15263	SO43955
16472	SO43956
2225	SO43957
8162	SO43958
13148	SO43959
19070	SO43960
9745	SO43961
16790	SO43962
12938	SO43963
13417	SO43964
17843	SO43965
14876	SO43966
15702	SO43967
18539	SO43968
12020	SO43969
19305	SO43970
4009	SO43971
15149	SO43972
3609	SO43973
15987	SO43974
14524	SO43975
8803	SO43976
15469	SO43977
15467	SO43978
2853	SO43979
12713	SO43980
9093	SO43981
16008	SO43982
17400	SO43983
8591	SO43984
4061	SO43985
14539	SO43986
18114	SO43987
11951	SO43988
19836	SO43989
7318	SO43990
13619	SO43991
17104	SO43992
9387	SO43993
10966	SO43994
3658	SO43995
18304	SO43996
16455	SO43997
8675	SO43998
9498	SO43999
11722	SO44000
14844	SO44001
6787	SO44002
11249	SO44003
16440	SO44004
6462	SO44005
11592	SO44006
3940	SO44007
15647	SO44008
7142	SO44009
7081	SO44010
19022	SO44011
14476	SO44012
15037	SO44013
7238	SO44014
7454	SO44015
5063	SO44016
16151	SO44017
16204	SO44018
1609	SO44019
3685	SO44020
15440	SO44021
11155	SO44022
2544	SO44023
4166	SO44024
15409	SO44025
19469	SO44026
3489	SO44027
17953	SO44028
16537	SO44029
14174	SO44030
14421	SO44031
12912	SO44032
5691	SO44033
18871	SO44034
18326	SO44035
3169	SO44036
12354	SO44037
11316	SO44038
2619	SO44039
16162	SO44040
16342	SO44041
3661	SO44042
16843	SO44043
5079	SO44044
11137	SO44045
11120	SO44046
18469	SO44047
16394	SO44048
6599	SO44049
7920	SO44050
8053	SO44051
16215	SO44052
14663	SO44053
7718	SO44054
19366	SO44055
13327	SO44056
1885	SO44057
7628	SO44058
9615	SO44059
4362	SO44060
5789	SO44061
9763	SO44062
13559	SO44063
14376	SO44064
3638	SO44065
15645	SO44066
16569	SO44067
8146	SO44068
19340	SO44069
3476	SO44070
14247	SO44071
4758	SO44072
4444	SO44073
127	SO44074
171	SO44075
573	SO44076
261	SO44077
161	SO44078
534	SO44079
280	SO44080
516	SO44081
354	SO44082
537	SO44083
11	SO44084
179	SO44085
269	SO44086
509	SO44087
396	SO44088
217	SO44089
202	SO44090
477	SO44091
870	SO44092
255	SO44093
258	SO44094
296	SO44095
198	SO44096
191	SO44097
22	SO44098
457	SO44099
237	SO44100
268	SO44101
225	SO44102
111	SO44103
303	SO44104
318	SO44105
845	SO44106
887	SO44107
232	SO44108
484	SO44109
3	SO44110
287	SO44111
189	SO44112
503	SO44113
294	SO44114
43	SO44115
231	SO44116
115	SO44117
440	SO44118
388	SO44119
249	SO44120
257	SO44121
36	SO44122
15	SO44123
176	SO44124
429	SO44125
363	SO44126
94	SO44127
868	SO44128
533	SO44129
182	SO44130
4	SO44131
1	SO44132
262	SO44133
15069	SO44134
10065	SO44135
3994	SO44136
7722	SO44137
8635	SO44138
4052	SO44139
17669	SO44140
16279	SO44141
11279	SO44142
17633	SO44143
11129	SO44144
19921	SO44145
11667	SO44146
16521	SO44147
4051	SO44148
4534	SO44149
9198	SO44150
17580	SO44151
10635	SO44152
7865	SO44153
10040	SO44154
17419	SO44155
14976	SO44156
12572	SO44157
13593	SO44158
3099	SO44159
10631	SO44160
8192	SO44161
4504	SO44162
11335	SO44163
10650	SO44164
2378	SO44165
16046	SO44166
8045	SO44167
18437	SO44168
14935	SO44169
19114	SO44170
8515	SO44171
9199	SO44172
12376	SO44173
2449	SO44174
5763	SO44175
6807	SO44176
6901	SO44177
19701	SO44178
8526	SO44179
14881	SO44180
2467	SO44181
12202	SO44182
6326	SO44183
17928	SO44184
8955	SO44185
6954	SO44186
10572	SO44187
5919	SO44188
6568	SO44189
17420	SO44190
19007	SO44191
17361	SO44192
2537	SO44193
2290	SO44194
16176	SO44195
18458	SO44196
1959	SO44197
4820	SO44198
5155	SO44199
2581	SO44200
8352	SO44201
12222	SO44202
17599	SO44203
4965	SO44204
11826	SO44205
1726	SO44206
14107	SO44207
19375	SO44208
9382	SO44209
16323	SO44210
2170	SO44211
10408	SO44212
3457	SO44213
15775	SO44214
16111	SO44215
4274	SO44216
12747	SO44217
15664	SO44218
6277	SO44219
12742	SO44220
3716	SO44221
3088	SO44222
3334	SO44223
6017	SO44224
11165	SO44225
12131	SO44226
2488	SO44227
11430	SO44228
18893	SO44229
11961	SO44230
15107	SO44231
16457	SO44232
11839	SO44233
11709	SO44234
9247	SO44235
6511	SO44236
16291	SO44237
15635	SO44238
15150	SO44239
19067	SO44240
2772	SO44241
18971	SO44242
1672	SO44243
10593	SO44244
17886	SO44245
3367	SO44246
8171	SO44247
1756	SO44248
19594	SO44249
5202	SO44250
8395	SO44251
15148	SO44252
15256	SO44253
12548	SO44254
7337	SO44255
13890	SO44256
2753	SO44257
16499	SO44258
12105	SO44259
2652	SO44260
8361	SO44261
14454	SO44262
13211	SO44263
14187	SO44264
6002	SO44265
15029	SO44266
14039	SO44267
13950	SO44268
8368	SO44269
6341	SO44270
1634	SO44271
13157	SO44272
11975	SO44273
13818	SO44274
5302	SO44275
15824	SO44276
19728	SO44277
10115	SO44278
751	SO44279
443	SO44280
97	SO44281
281	SO44282
564	SO44283
114	SO44284
458	SO44285
828	SO44286
542	SO44287
151	SO44288
99	SO44289
226	SO44290
295	SO44291
541	SO44292
398	SO44293
844	SO44294
131	SO44295
380	SO44296
364	SO44297
377	SO44298
447	SO44299
309	SO44300
6	SO44301
403	SO44302
877	SO44303
524	SO44304
378	SO44305
204	SO44306
307	SO44307
14	SO44308
475	SO44309
862	SO44310
147	SO44311
142	SO44312
265	SO44313
186	SO44314
103	SO44315
51	SO44316
562	SO44317
8	SO44318
75	SO44319
11594	SO44320
4235	SO44321
14605	SO44322
15484	SO44323
3298	SO44324
19532	SO44325
2472	SO44326
12895	SO44327
16594	SO44328
14258	SO44329
10724	SO44330
17765	SO44331
4599	SO44332
10177	SO44333
9203	SO44334
18908	SO44335
13905	SO44336
12405	SO44337
17234	SO44338
14675	SO44339
7392	SO44340
5170	SO44341
18241	SO44342
19486	SO44343
7154	SO44344
19913	SO44345
7170	SO44346
10876	SO44347
9467	SO44348
14117	SO44349
11570	SO44350
15511	SO44351
8541	SO44352
4059	SO44353
7816	SO44354
5027	SO44355
4431	SO44356
9590	SO44357
15074	SO44358
5074	SO44359
18259	SO44360
19622	SO44361
15672	SO44362
9731	SO44363
5374	SO44364
12232	SO44365
8309	SO44366
2896	SO44367
14940	SO44368
6005	SO44369
12286	SO44370
2542	SO44371
5517	SO44372
13003	SO44373
12555	SO44374
12447	SO44375
5422	SO44376
15557	SO44377
10849	SO44378
13468	SO44379
4992	SO44380
18294	SO44381
17381	SO44382
8940	SO44383
4905	SO44384
8538	SO44385
3594	SO44386
4314	SO44387
2769	SO44388
19514	SO44389
10067	SO44390
7763	SO44391
1771	SO44392
9993	SO44393
7446	SO44394
14930	SO44395
3993	SO44396
9296	SO44397
5835	SO44398
4232	SO44399
18780	SO44400
11559	SO44401
14385	SO44402
18697	SO44403
10443	SO44404
12343	SO44405
5640	SO44406
16655	SO44407
8105	SO44408
17964	SO44409
11286	SO44410
775	SO44411
5338	SO44412
8420	SO44413
13129	SO44414
13788	SO44415
9208	SO44416
7942	SO44417
10048	SO44418
8445	SO44419
2999	SO44420
7125	SO44421
13066	SO44422
5068	SO44423
15614	SO44424
11374	SO44425
9965	SO44426
2546	SO44427
8704	SO44428
5752	SO44429
18610	SO44430
17842	SO44431
1910	SO44432
5198	SO44433
4995	SO44434
6008	SO44435
6604	SO44436
3357	SO44437
13206	SO44438
13834	SO44439
2450	SO44440
8970	SO44441
4048	SO44442
12404	SO44443
17578	SO44444
14193	SO44445
19349	SO44446
16531	SO44447
19195	SO44448
7726	SO44449
11954	SO44450
3027	SO44451
708	SO44452
18523	SO44453
9221	SO44454
13802	SO44455
5331	SO44456
13980	SO44457
16031	SO44458
3064	SO44459
18250	SO44460
4248	SO44461
18494	SO44462
14217	SO44463
19710	SO44464
4878	SO44465
4250	SO44466
12617	SO44467
13467	SO44468
16661	SO44469
4823	SO44470
4577	SO44471
12814	SO44472
16467	SO44473
4486	SO44474
17010	SO44475
11616	SO44476
18579	SO44477
6003	SO44478
8823	SO44479
17627	SO44480
305	SO44481
212	SO44482
148	SO44483
159	SO44484
835	SO44485
74	SO44486
521	SO44487
446	SO44488
264	SO44489
61	SO44490
82	SO44491
371	SO44492
583	SO44493
27	SO44494
366	SO44495
451	SO44496
558	SO44497
511	SO44498
224	SO44499
422	SO44500
322	SO44501
527	SO44502
81	SO44503
851	SO44504
833	SO44505
297	SO44506
510	SO44507
312	SO44508
899	SO44509
275	SO44510
104	SO44511
817	SO44512
116	SO44513
888	SO44514
219	SO44515
119	SO44516
853	SO44517
163	SO44518
102	SO44519
250	SO44520
881	SO44521
871	SO44522
490	SO44523
207	SO44524
28	SO44525
340	SO44526
88	SO44527
893	SO44528
582	SO44529
418	SO44530
271	SO44531
10	SO44532
245	SO44533
33	SO44534
345	SO44535
117	SO44536
64	SO44537
263	SO44538
383	SO44539
290	SO44540
574	SO44541
360	SO44542
495	SO44543
40	SO44544
423	SO44545
594	SO44546
252	SO44547
584	SO44548
437	SO44549
469	SO44550
462	SO44551
25	SO44552
536	SO44553
123	SO44554
400	SO44555
41	SO44556
876	SO44557
278	SO44558
342	SO44559
335	SO44560
337	SO44561
530	SO44562
155	SO44563
409	SO44564
304	SO44565
323	SO44566
39	SO44567
235	SO44568
29	SO44569
442	SO44570
19857	SO44571
8154	SO44572
4943	SO44573
3981	SO44574
17447	SO44575
17065	SO44576
4114	SO44577
10497	SO44578
14269	SO44579
11271	SO44580
9736	SO44581
17639	SO44582
19813	SO44583
2562	SO44584
14082	SO44585
13857	SO44586
2950	SO44587
7299	SO44588
7339	SO44589
16163	SO44590
4050	SO44591
15354	SO44592
15956	SO44593
3216	SO44594
10943	SO44595
4220	SO44596
8196	SO44597
6120	SO44598
15165	SO44599
3008	SO44600
19726	SO44601
17437	SO44602
10271	SO44603
11757	SO44604
3342	SO44605
4491	SO44606
5325	SO44607
1978	SO44608
17197	SO44609
16380	SO44610
12432	SO44611
15723	SO44612
8874	SO44613
11312	SO44614
3322	SO44615
4110	SO44616
17789	SO44617
19880	SO44618
19156	SO44619
19890	SO44620
13955	SO44621
18435	SO44622
15817	SO44623
5758	SO44624
19003	SO44625
5120	SO44626
10386	SO44627
3474	SO44628
6432	SO44629
3178	SO44630
18933	SO44631
7384	SO44632
12288	SO44633
7907	SO44634
4892	SO44635
6561	SO44636
4089	SO44637
10820	SO44638
4696	SO44639
3473	SO44640
18988	SO44641
17124	SO44642
13090	SO44643
13747	SO44644
4632	SO44645
1587	SO44646
13210	SO44647
16719	SO44648
11498	SO44649
5663	SO44650
16649	SO44651
11056	SO44652
6888	SO44653
18401	SO44654
14630	SO44655
1831	SO44656
5273	SO44657
2683	SO44658
15600	SO44659
10382	SO44660
14088	SO44661
13276	SO44662
14915	SO44663
9224	SO44664
3093	SO44665
7938	SO44666
16099	SO44667
1701	SO44668
18427	SO44669
15684	SO44670
3160	SO44671
19378	SO44672
3617	SO44673
7141	SO44674
5507	SO44675
3032	SO44676
3595	SO44677
4526	SO44678
4710	SO44679
15901	SO44680
15906	SO44681
1999	SO44682
9098	SO44683
13723	SO44684
15863	SO44685
4651	SO44686
11277	SO44687
19040	SO44688
13147	SO44689
9847	SO44690
19485	SO44691
19621	SO44692
14335	SO44693
7151	SO44694
17422	SO44695
17610	SO44696
13459	SO44697
15075	SO44698
9589	SO44699
18471	SO44700
6749	SO44701
3902	SO44702
2389	SO44703
18479	SO44704
776	SO44705
8037	SO44706
16876	SO44707
13208	SO44708
10109	SO44709
5180	SO44710
10895	SO44711
19939	SO44712
6533	SO44713
5776	SO44714
8995	SO44715
6050	SO44716
18730	SO44717
11164	SO44718
2949	SO44719
5674	SO44720
17152	SO44721
5734	SO44722
13107	SO44723
3879	SO44724
10459	SO44725
6173	SO44726
10463	SO44727
16305	SO44728
8569	SO44729
18370	SO44730
13517	SO44731
14814	SO44732
19306	SO44733
16491	SO44734
8358	SO44735
9548	SO44736
19080	SO44737
3789	SO44738
17910	SO44739
127	SO44740
171	SO44741
534	SO44742
161	SO44743
261	SO44744
516	SO44745
354	SO44746
537	SO44747
26	SO44748
179	SO44749
269	SO44750
477	SO44751
217	SO44752
509	SO44753
202	SO44754
870	SO44755
255	SO44756
296	SO44757
191	SO44758
198	SO44759
457	SO44760
22	SO44761
237	SO44762
268	SO44763
225	SO44764
111	SO44765
303	SO44766
318	SO44767
887	SO44768
845	SO44769
232	SO44770
484	SO44771
3	SO44772
287	SO44773
189	SO44774
585	SO44775
503	SO44776
43	SO44777
294	SO44778
231	SO44779
440	SO44780
551	SO44781
115	SO44782
388	SO44783
213	SO44784
218	SO44785
36	SO44786
249	SO44787
257	SO44788
15	SO44789
338	SO44790
176	SO44791
363	SO44792
429	SO44793
478	SO44794
94	SO44795
49	SO44796
533	SO44797
868	SO44798
182	SO44799
4	SO44800
262	SO44801
361	SO44802
14091	SO44803
5363	SO44804
8775	SO44805
10030	SO44806
16757	SO44807
7441	SO44808
1845	SO44809
19456	SO44810
15259	SO44811
2099	SO44812
4714	SO44813
12103	SO44814
15407	SO44815
4187	SO44816
11912	SO44817
17998	SO44818
3272	SO44819
6426	SO44820
8892	SO44821
9751	SO44822
11798	SO44823
18295	SO44824
4945	SO44825
16931	SO44826
7306	SO44827
13935	SO44828
4495	SO44829
5243	SO44830
18758	SO44831
2989	SO44832
19101	SO44833
11671	SO44834
3646	SO44835
1643	SO44836
3784	SO44837
17173	SO44838
16113	SO44839
18012	SO44840
14777	SO44841
6394	SO44842
18497	SO44843
6565	SO44844
19835	SO44845
12344	SO44846
9673	SO44847
11275	SO44848
3427	SO44849
11972	SO44850
14321	SO44851
19316	SO44852
8241	SO44853
18086	SO44854
10415	SO44855
9423	SO44856
1762	SO44857
7845	SO44858
3250	SO44859
6460	SO44860
5435	SO44861
10969	SO44862
9432	SO44863
8581	SO44864
13138	SO44865
18877	SO44866
11863	SO44867
7082	SO44868
5670	SO44869
19144	SO44870
12523	SO44871
4553	SO44872
7990	SO44873
7645	SO44874
17441	SO44875
6366	SO44876
5999	SO44877
2438	SO44878
11254	SO44879
10291	SO44880
17174	SO44881
17146	SO44882
5159	SO44883
1673	SO44884
6591	SO44885
3570	SO44886
3360	SO44887
19045	SO44888
13584	SO44889
9800	SO44890
3689	SO44891
10937	SO44892
4322	SO44893
18456	SO44894
17819	SO44895
17866	SO44896
3772	SO44897
19893	SO44898
17084	SO44899
14201	SO44900
4291	SO44901
14183	SO44902
16135	SO44903
2117	SO44904
9524	SO44905
2966	SO44906
4195	SO44907
2768	SO44908
16720	SO44909
14757	SO44910
5236	SO44911
4093	SO44912
19304	SO44913
8184	SO44914
15415	SO44915
2331	SO44916
1809	SO44917
14049	SO44918
5044	SO44919
14836	SO44920
16268	SO44921
16433	SO44922
6766	SO44923
18008	SO44924
2437	SO44925
15896	SO44926
4946	SO44927
13616	SO44928
11644	SO44929
9942	SO44930
14307	SO44931
19394	SO44932
7998	SO44933
14446	SO44934
7297	SO44935
10956	SO44936
4140	SO44937
3325	SO44938
19276	SO44939
8616	SO44940
19192	SO44941
1815	SO44942
10542	SO44943
12302	SO44944
17865	SO44945
5616	SO44946
16493	SO44947
15601	SO44948
8660	SO44949
15291	SO44950
19478	SO44951
10806	SO44952
4574	SO44953
6459	SO44954
9863	SO44955
3948	SO44956
17177	SO44957
17105	SO44958
14496	SO44959
2504	SO44960
5869	SO44961
11122	SO44962
5337	SO44963
14040	SO44964
18812	SO44965
1778	SO44966
8840	SO44967
8318	SO44968
18117	SO44969
16484	SO44970
7740	SO44971
15108	SO44972
7737	SO44973
19319	SO44974
3581	SO44975
6114	SO44976
19715	SO44977
16052	SO44978
12514	SO44979
12821	SO44980
5988	SO44981
18394	SO44982
7132	SO44983
4262	SO44984
3193	SO44985
15665	SO44986
13643	SO44987
18863	SO44988
10403	SO44989
13376	SO44990
12187	SO44991
2511	SO44992
3435	SO44993
6780	SO44994
5212	SO44995
2371	SO44996
13267	SO44997
17717	SO44998
4173	SO44999
15554	SO45000
8298	SO45001
19372	SO45002
6434	SO45003
8392	SO45004
18700	SO45005
13674	SO45006
13103	SO45007
8408	SO45008
2479	SO45009
1599	SO45010
2001	SO45011
4438	SO45012
18931	SO45013
7121	SO45014
6019	SO45015
3582	SO45016
4424	SO45017
3843	SO45018
5092	SO45019
7158	SO45020
18927	SO45021
9286	SO45022
7076	SO45023
13491	SO45024
6914	SO45025
6063	SO45026
19027	SO45027
2355	SO45028
16109	SO45029
18714	SO45030
6932	SO45031
9788	SO45032
12928	SO45033
2257	SO45034
14763	SO45035
18950	SO45036
14326	SO45037
281	SO45038
564	SO45039
97	SO45040
414	SO45041
458	SO45042
114	SO45043
828	SO45044
542	SO45045
226	SO45046
151	SO45047
99	SO45048
448	SO45049
295	SO45050
541	SO45051
844	SO45052
398	SO45053
131	SO45054
380	SO45055
364	SO45056
377	SO45057
309	SO45058
6	SO45059
447	SO45060
378	SO45061
204	SO45062
307	SO45063
14	SO45064
475	SO45065
862	SO45066
147	SO45067
142	SO45068
265	SO45069
186	SO45070
51	SO45071
103	SO45072
317	SO45073
562	SO45074
8	SO45075
75	SO45076
524	SO45077
17113	SO45078
4952	SO45079
17544	SO45080
3530	SO45081
11027	SO45082
11668	SO45083
18846	SO45084
6945	SO45085
5544	SO45086
18146	SO45087
12707	SO45088
9848	SO45089
9463	SO45090
3913	SO45091
4874	SO45092
6312	SO45093
12575	SO45094
19396	SO45095
9249	SO45096
5984	SO45097
11405	SO45098
3792	SO45099
15240	SO45100
15308	SO45101
3317	SO45102
13508	SO45103
11606	SO45104
14960	SO45105
11341	SO45106
11346	SO45107
8814	SO45108
8530	SO45109
16191	SO45110
5348	SO45111
18382	SO45112
4199	SO45113
13069	SO45114
9748	SO45115
5486	SO45116
2882	SO45117
13686	SO45118
15881	SO45119
18666	SO45120
18593	SO45121
16155	SO45122
19884	SO45123
15429	SO45124
5773	SO45125
9831	SO45126
3968	SO45127
15565	SO45128
11437	SO45129
3700	SO45130
3338	SO45131
17266	SO45132
14275	SO45133
4263	SO45134
7156	SO45135
11534	SO45136
5332	SO45137
17927	SO45138
8341	SO45139
18189	SO45140
15117	SO45141
2111	SO45142
9381	SO45143
19222	SO45144
3565	SO45145
9645	SO45146
11565	SO45147
3136	SO45148
18752	SO45149
10233	SO45150
16092	SO45151
2089	SO45152
6851	SO45153
18227	SO45154
13731	SO45155
12284	SO45156
15566	SO45157
5410	SO45158
7778	SO45159
6845	SO45160
9243	SO45161
1922	SO45162
9431	SO45163
3228	SO45164
2978	SO45165
14423	SO45166
4855	SO45167
11092	SO45168
15890	SO45169
1593	SO45170
5476	SO45171
8936	SO45172
13161	SO45173
7538	SO45174
12610	SO45175
8727	SO45176
12265	SO45177
12759	SO45178
6265	SO45179
15481	SO45180
19639	SO45181
13105	SO45182
15996	SO45183
5685	SO45184
5713	SO45185
12346	SO45186
18009	SO45187
15644	SO45188
7463	SO45189
4193	SO45190
2510	SO45191
15720	SO45192
19605	SO45193
6734	SO45194
19248	SO45195
10605	SO45196
5705	SO45197
738	SO45198
11855	SO45199
7979	SO45200
18311	SO45201
17398	SO45202
7999	SO45203
3592	SO45204
15632	SO45205
6607	SO45206
11763	SO45207
5570	SO45208
15759	SO45209
11571	SO45210
15458	SO45211
14784	SO45212
11678	SO45213
14714	SO45214
9844	SO45215
15217	SO45216
6129	SO45217
8866	SO45218
10776	SO45219
7552	SO45220
2345	SO45221
11860	SO45222
7646	SO45223
11588	SO45224
15018	SO45225
4382	SO45226
6248	SO45227
3676	SO45228
18312	SO45229
3358	SO45230
16573	SO45231
11782	SO45232
1814	SO45233
8946	SO45234
8754	SO45235
18695	SO45236
14773	SO45237
7807	SO45238
3243	SO45239
7161	SO45240
1610	SO45241
15323	SO45242
9586	SO45243
13038	SO45244
7535	SO45245
9410	SO45246
12361	SO45247
10460	SO45248
10292	SO45249
13816	SO45250
14276	SO45251
12637	SO45252
19709	SO45253
14783	SO45254
7578	SO45255
11908	SO45256
16945	SO45257
17223	SO45258
18061	SO45259
12290	SO45260
14402	SO45261
6290	SO45262
7733	SO45263
13265	SO45264
18433	SO45265
521	SO45266
148	SO45267
74	SO45268
159	SO45269
446	SO45270
82	SO45271
61	SO45272
264	SO45273
371	SO45274
583	SO45275
366	SO45276
27	SO45277
451	SO45278
558	SO45279
511	SO45280
81	SO45281
224	SO45282
322	SO45283
851	SO45284
527	SO45285
422	SO45286
312	SO45287
297	SO45288
510	SO45289
833	SO45290
899	SO45291
275	SO45292
817	SO45293
888	SO45294
104	SO45295
116	SO45296
219	SO45297
853	SO45298
881	SO45299
163	SO45300
250	SO45301
871	SO45302
490	SO45303
207	SO45304
28	SO45305
340	SO45306
893	SO45307
418	SO45308
271	SO45309
88	SO45310
305	SO45311
10	SO45312
245	SO45313
345	SO45314
33	SO45315
64	SO45316
263	SO45317
290	SO45318
360	SO45319
574	SO45320
40	SO45321
423	SO45322
252	SO45323
584	SO45324
594	SO45325
469	SO45326
437	SO45327
462	SO45328
25	SO45329
536	SO45330
400	SO45331
876	SO45332
278	SO45333
41	SO45334
342	SO45335
337	SO45336
530	SO45337
155	SO45338
409	SO45339
304	SO45340
323	SO45341
39	SO45342
29	SO45343
442	SO45344
2889	SO45345
17708	SO45346
6689	SO45347
16672	SO45348
17011	SO45349
10420	SO45350
3513	SO45351
5142	SO45352
4413	SO45353
6160	SO45354
8265	SO45355
18607	SO45356
2012	SO45357
9918	SO45358
10790	SO45359
5618	SO45360
7665	SO45361
15316	SO45362
18868	SO45363
5054	SO45364
17887	SO45365
18505	SO45366
12543	SO45367
8401	SO45368
17770	SO45369
19566	SO45370
6255	SO45371
11801	SO45372
3740	SO45373
4339	SO45374
15067	SO45375
7350	SO45376
6701	SO45377
2140	SO45378
7880	SO45379
6436	SO45380
4347	SO45381
9738	SO45382
14883	SO45383
14519	SO45384
2423	SO45385
15013	SO45386
1856	SO45387
6690	SO45388
12046	SO45389
14137	SO45390
18671	SO45391
14140	SO45392
7599	SO45393
12183	SO45394
2657	SO45395
4203	SO45396
2081	SO45397
1629	SO45398
19822	SO45399
18718	SO45400
6225	SO45401
18274	SO45402
5992	SO45403
9462	SO45404
4006	SO45405
5278	SO45406
16035	SO45407
18677	SO45408
6127	SO45409
19235	SO45410
11180	SO45411
19477	SO45412
9922	SO45413
11313	SO45414
10054	SO45415
2714	SO45416
13923	SO45417
15320	SO45418
11672	SO45419
18151	SO45420
9307	SO45421
14304	SO45422
5295	SO45423
8109	SO45424
6285	SO45425
9693	SO45426
7368	SO45427
13949	SO45428
5830	SO45429
8736	SO45430
16807	SO45431
14752	SO45432
19507	SO45433
18206	SO45434
710	SO45435
17976	SO45436
14250	SO45437
7803	SO45438
8636	SO45439
5183	SO45440
19020	SO45441
5822	SO45442
10259	SO45443
5064	SO45444
17817	SO45445
9003	SO45446
15894	SO45447
7293	SO45448
13399	SO45449
12442	SO45450
8798	SO45451
2855	SO45452
3836	SO45453
18354	SO45454
8851	SO45455
5094	SO45456
5966	SO45457
4272	SO45458
8593	SO45459
6202	SO45460
11206	SO45461
12254	SO45462
15823	SO45463
4229	SO45464
14132	SO45465
6402	SO45466
1752	SO45467
4960	SO45468
17157	SO45469
